,Country,Counts,Year, Quantity in Millions _x,Investment_Totals,Month,Chinese Entity, Quantity in Millions _y,Share size,Transaction Party,Sector,Subsector,Region,BRI,Iso_alpha,Investment_Count
1444,Montenegro,2,2014,1120,1,March,China Communications Construction,1120,,,Transport,Autos,Europe,1,MNE,1
1445,Montenegro,2,2017,1220,2,November,State Power Investment,100,,,Energy,Alternative,Europe,1,MNE,1
1446,Moldova,2,2018,350,1,February,Sinomach,350,,,Energy,Gas,Europe,1,MDA,1
1447,Moldova,2,2019,560,2,May,China Railway Construction,210,,,Transport,Autos,Europe,1,MDA,1
1448,Tajikistan,2,2016,170,1,October,Power Construction Corp,170,,,Energy,Hydro,West Asia,1,TJK,1
1449,Tajikistan,2,2019,710,2,April,Sinomach,540,,Talco,Metals,Aluminum,West Asia,1,TJK,1
1450,Timor-Leste,2,2015,290,1,February,China Railway Engineering,290,,,Transport,Autos,East Asia,1,TLS,1
1451,Timor-Leste,2,2018,780,2,September,China Communications Construction,490,,Bollore,Logistics,Unspecified,East Asia,1,TLS,1
1452,Azerbaijan,2,2018,1170,1,December,Sinomach,1170,,,Metals,Steel,West Asia,1,AZE,1
1453,Azerbaijan,2,2019,1440,2,September,Sinomach,270,90%,,Transport,Autos,West Asia,1,AZE,1
1454,Antigua and Barbuda,2,2014,1000,2,December,China Railway Construction,260,,,Transport,Shipping,North America,1,ATG,1
1455,Antigua and Barbuda,2,2014,1000,2,June,Yida,740,100%,,Tourism,Unspecified,North America,1,ATG,1
1456,Liberia,2,2014,160,1,February,China Energy Engineering,160,,,Energy,Oil,Sub-Saharan Africa,1,LBR,1
1457,Liberia,2,2017,410,2,June,Tidfore Heavy,250,100%,,Metals,Steel,Sub-Saharan Africa,1,LBR,1
1458,Bahrain,2,2019,1420,2,December,Sinomach,690,,,Real estate,Construction,Arab Middle East and North Africa,1,BHR,1
1459,Bahrain,2,2019,1420,2,May,Power Construction Corp,730,70%,ACWA,Utilities,Unspecified,Arab Middle East and North Africa,1,BHR,1
1460,Fiji,2,2014,120,1,May,China Railway Engineering,120,,,Transport,Autos,East Asia,1,FJI,1
1461,Fiji,2,2019,250,2,April,Power Construction Corp,130,,,Utilities,Unspecified,East Asia,1,FJI,1
1462,Djibouti,2,2015,1020,2,July,State Construction Engineering,420,,,Transport,Shipping,Sub-Saharan Africa,1,DJI,1
1463,Djibouti,2,2015,1020,2,January,China Railway Construction,600,,,Transport,Aviation,Sub-Saharan Africa,1,DJI,1
1464,Gabon,2,2015,100,1,July,State Construction Engineering,100,,,Entertainment,Unspecified,Sub-Saharan Africa,1,GAB,1
1465,Gabon,2,2018,300,2,September,China Energy Engineering,200,,,Energy,Hydro,Sub-Saharan Africa,1,GAB,1
1466,Costa Rica,1,2018,470,1,March,China Communications Construction,470,,,Transport,Autos,North America,1,CRI,1
1467,Turkmenistan,1,2014,600,1,May,CNPC,600,100%,,Energy,Gas,West Asia,1,TKM,1
1468,Latvia,1,2016,110,1,February,China Communications Construction,110,,Riga Commercial Port,Transport,Shipping,Europe,1,LIGAT,1
1469,Afghanistan,1,2017,210,1,January,China Communications Construction,210,,,Transport,Autos,West Asia,1,AFG,1
1470,Bulgaria,1,2019,130,1,April,Sinomach,130,,,Transport,Shipping,Europe,1,BGR,1
1471,Austria,1,2017,230,1,May,HNA,230,74%,C-Quadrat Investment,Finance,Investment,Europe,1,AUT,1
1472,Sudan,1,2014,1450,1,January,China Railway Construction,1450,,,Transport,Rail,Arab Middle East and North Africa,1,SDN,1
1473,Malta,1,2014,440,1,March,China Power Investment,440,33%,EneMalta,Energy,Unspecified,Europe,1,MLT,1
1474,Lesotho,1,2018,100,1,December,Qingjian,100,,,Transport,Autos,Sub-Saharan Africa,1,LSO,1
1475,Cyprus,1,2019,170,1,December,"CNPC, China State Shipbuilding",170,,,Transport,Shipping,Europe,1,CYP,1
1476,Samoa,1,2017,110,1,August,Xinjiang Goldwind,110,100%,Western Water Corporation,Utilities,Unspecified,East Asia,1,WSM,1
1477,Cape Verde,1,2016,130,1,October,State Development and Investment Corp,130,,,Tourism,Unspecified,Sub-Saharan Africa,1,CPV,1
1478,Yemen,1,2013,510,1,November,China Communications Construction,510,,,Transport,Shipping,Arab Middle East and North Africa,1,YEM,1
1479,Solomon Islands,1,2019,200,1,November,"Jiangxi Wanguo, AXF",200,,,Metals,Unspecified,East Asia,1,SLB,1
